0.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,6.887499999999999734e-01,4.812500000000000111e-01,6.887499999999999734e-01,4.812500000000000111e-01,6.274999999999999467e-01,4.512499999999999845e-01,6.274999999999999467e-01,4.837500000000000133e-01
1.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,7.362499999999999600e-01,4.987500000000000266e-01,7.362499999999999600e-01,4.987500000000000266e-01,6.450000000000000178e-01,4.337500000000000244e-01,6.450000000000000178e-01,5.024999999999999467e-01
2.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,7.087499999999999911e-01,4.899999999999999911e-01,7.087499999999999911e-01,4.899999999999999911e-01,6.387500000000000400e-01,4.287500000000000200e-01,6.387500000000000400e-01,4.874999999999999889e-01
3.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,7.462499999999999689e-01,5.062499999999999778e-01,7.462499999999999689e-01,5.062499999999999778e-01,6.474999999999999645e-01,4.249999999999999889e-01,6.474999999999999645e-01,4.962500000000000244e-01
4.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,7.162500000000000533e-01,4.874999999999999889e-01,7.162500000000000533e-01,4.874999999999999889e-01,6.524999999999999689e-01,4.299999999999999933e-01,6.524999999999999689e-01,4.849999999999999867e-01
5.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,7.087499999999999911e-01,5.024999999999999467e-01,7.087499999999999911e-01,5.024999999999999467e-01,6.574999999999999734e-01,4.362500000000000266e-01,6.574999999999999734e-01,5.037500000000000311e-01
6.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,7.187500000000000000e-01,4.974999999999999978e-01,7.187500000000000000e-01,4.974999999999999978e-01,6.587499999999999467e-01,4.575000000000000178e-01,6.587499999999999467e-01,5.037500000000000311e-01
7.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,7.187500000000000000e-01,5.124999999999999556e-01,7.187500000000000000e-01,5.124999999999999556e-01,6.462499999999999911e-01,4.537499999999999867e-01,6.462499999999999911e-01,5.150000000000000133e-01
8.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,7.187500000000000000e-01,4.737500000000000044e-01,7.187500000000000000e-01,4.737500000000000044e-01,6.574999999999999734e-01,4.287500000000000200e-01,6.574999999999999734e-01,4.837500000000000133e-01
9.000000000000000000e+00,2.000000000000000000e+00,1.000000000000000000e+00,7.075000000000000178e-01,5.062499999999999778e-01,7.075000000000000178e-01,5.062499999999999778e-01,6.500000000000000222e-01,4.525000000000000133e-01,6.500000000000000222e-01,5.037500000000000311e-01
1.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.075000000000000178e-01,4.699999999999999734e-01,7.075000000000000178e-01,4.699999999999999734e-01,6.537500000000000533e-01,4.199999999999999845e-01,6.537500000000000533e-01,4.724999999999999756e-01
1.100000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,6.962500000000000355e-01,5.474999999999999867e-01,6.962500000000000355e-01,5.474999999999999867e-01,6.287500000000000311e-01,5.000000000000000000e-01,6.287500000000000311e-01,5.374999999999999778e-01
1.200000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,6.987499999999999822e-01,5.224999999999999645e-01,6.987499999999999822e-01,5.224999999999999645e-01,6.474999999999999645e-01,4.637499999999999956e-01,6.474999999999999645e-01,5.212499999999999911e-01
1.300000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.275000000000000355e-01,5.024999999999999467e-01,7.275000000000000355e-01,5.024999999999999467e-01,6.537500000000000533e-01,4.462499999999999800e-01,6.537500000000000533e-01,5.024999999999999467e-01
1.400000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.262499999999999512e-01,4.962500000000000244e-01,7.262499999999999512e-01,4.962500000000000244e-01,6.750000000000000444e-01,4.324999999999999956e-01,6.750000000000000444e-01,5.050000000000000044e-01
1.500000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.249999999999999778e-01,4.987500000000000266e-01,7.249999999999999778e-01,4.987500000000000266e-01,6.550000000000000266e-01,4.512499999999999845e-01,6.550000000000000266e-01,5.037500000000000311e-01
1.600000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.500000000000000000e-01,5.024999999999999467e-01,7.500000000000000000e-01,5.024999999999999467e-01,6.724999999999999867e-01,4.450000000000000067e-01,6.724999999999999867e-01,5.000000000000000000e-01
1.700000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.687500000000000444e-01,5.012499999999999734e-01,7.687500000000000444e-01,5.012499999999999734e-01,6.674999999999999822e-01,4.199999999999999845e-01,6.674999999999999822e-01,4.912500000000000200e-01
1.800000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.137499999999999956e-01,4.799999999999999822e-01,7.137499999999999956e-01,4.799999999999999822e-01,6.562500000000000000e-01,4.262500000000000178e-01,6.562500000000000000e-01,4.812500000000000111e-01
1.900000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.275000000000000355e-01,5.062499999999999778e-01,7.275000000000000355e-01,5.062499999999999778e-01,6.412499999999999867e-01,4.400000000000000022e-01,6.412499999999999867e-01,4.912500000000000200e-01
2.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.012500000000000400e-01,5.187500000000000444e-01,7.012500000000000400e-01,5.187500000000000444e-01,6.537500000000000533e-01,4.525000000000000133e-01,6.537500000000000533e-01,5.200000000000000178e-01
2.100000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,6.875000000000000000e-01,5.062499999999999778e-01,6.875000000000000000e-01,5.062499999999999778e-01,6.262499999999999734e-01,4.512499999999999845e-01,6.262499999999999734e-01,5.112499999999999822e-01
2.200000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.112500000000000488e-01,5.312500000000000000e-01,7.112500000000000488e-01,5.312500000000000000e-01,6.424999999999999600e-01,4.937500000000000222e-01,6.424999999999999600e-01,5.174999999999999600e-01
2.300000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.212499999999999467e-01,4.762500000000000067e-01,7.212499999999999467e-01,4.762500000000000067e-01,6.574999999999999734e-01,4.324999999999999956e-01,6.574999999999999734e-01,4.899999999999999911e-01
2.400000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.449999999999999956e-01,4.712500000000000022e-01,7.449999999999999956e-01,4.712500000000000022e-01,6.537500000000000533e-01,4.212500000000000133e-01,6.537500000000000533e-01,4.774999999999999800e-01
2.500000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.312499999999999556e-01,5.037500000000000311e-01,7.312499999999999556e-01,5.037500000000000311e-01,6.712500000000000133e-01,4.500000000000000111e-01,6.712500000000000133e-01,4.987500000000000266e-01
2.600000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.037499999999999867e-01,5.012499999999999734e-01,7.025000000000000133e-01,5.012499999999999734e-01,6.537500000000000533e-01,4.587499999999999911e-01,6.537500000000000533e-01,5.100000000000000089e-01
2.700000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.212499999999999467e-01,4.774999999999999800e-01,7.212499999999999467e-01,4.774999999999999800e-01,6.587499999999999467e-01,4.162500000000000089e-01,6.587499999999999467e-01,4.899999999999999911e-01
2.800000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.112500000000000488e-01,5.137500000000000400e-01,7.112500000000000488e-01,5.137500000000000400e-01,6.587499999999999467e-01,4.512499999999999845e-01,6.587499999999999467e-01,5.024999999999999467e-01
2.900000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,6.987499999999999822e-01,5.250000000000000222e-01,6.987499999999999822e-01,5.250000000000000222e-01,6.487500000000000488e-01,4.799999999999999822e-01,6.487500000000000488e-01,5.224999999999999645e-01
3.000000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,6.962500000000000355e-01,5.262499999999999956e-01,6.962500000000000355e-01,5.262499999999999956e-01,6.450000000000000178e-01,4.787500000000000089e-01,6.450000000000000178e-01,5.300000000000000266e-01
3.100000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.349999999999999867e-01,5.200000000000000178e-01,7.349999999999999867e-01,5.200000000000000178e-01,6.537500000000000533e-01,4.575000000000000178e-01,6.537500000000000533e-01,5.212499999999999911e-01
3.200000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.425000000000000488e-01,4.799999999999999822e-01,7.425000000000000488e-01,4.799999999999999822e-01,6.624999999999999778e-01,4.187500000000000111e-01,6.624999999999999778e-01,4.874999999999999889e-01
3.300000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,6.975000000000000089e-01,5.062499999999999778e-01,6.975000000000000089e-01,5.062499999999999778e-01,6.350000000000000089e-01,4.712500000000000022e-01,6.350000000000000089e-01,5.074999999999999512e-01
3.400000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.325000000000000400e-01,4.924999999999999933e-01,7.325000000000000400e-01,4.924999999999999933e-01,6.562500000000000000e-01,4.375000000000000000e-01,6.562500000000000000e-01,4.962500000000000244e-01
3.500000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.149999999999999689e-01,4.749999999999999778e-01,7.149999999999999689e-01,4.749999999999999778e-01,6.587499999999999467e-01,4.137500000000000067e-01,6.587499999999999467e-01,4.699999999999999734e-01
3.600000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.312499999999999556e-01,5.274999999999999689e-01,7.312499999999999556e-01,5.274999999999999689e-01,6.674999999999999822e-01,4.737500000000000044e-01,6.674999999999999822e-01,5.174999999999999600e-01
3.700000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.349999999999999867e-01,4.849999999999999867e-01,7.349999999999999867e-01,4.849999999999999867e-01,6.650000000000000355e-01,4.249999999999999889e-01,6.650000000000000355e-01,4.874999999999999889e-01
3.800000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.062500000000000444e-01,4.912500000000000200e-01,7.062500000000000444e-01,4.912500000000000200e-01,6.462499999999999911e-01,4.437499999999999778e-01,6.462499999999999911e-01,5.000000000000000000e-01
3.900000000000000000e+01,2.000000000000000000e+00,1.000000000000000000e+00,7.037499999999999867e-01,5.100000000000000089e-01,7.037499999999999867e-01,5.100000000000000089e-01,6.600000000000000311e-01,4.662499999999999978e-01,6.600000000000000311e-01,5.074999999999999512e-01
